src_bytes,dst_bytes,logged_in,is_guest_login,is_host_login,dst_host_count,class
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
54540,8314,1,0,0,38,anomaly
1,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
245,357,1,0,0,255,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
266,771,1,0,0,255,normal
1012,331,1,0,0,23,normal
228,1247,1,0,0,255,normal
1020,326,1,0,0,11,normal
281,758,1,0,0,44,normal
333,5726,1,0,0,99,normal
0,0,0,0,0,255,anomaly
261,18736,1,0,0,125,normal
302,1651,1,0,0,134,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,147,anomaly
0,0,0,0,0,255,anomaly
8,0,0,0,0,3,anomaly
0,0,0,0,0,219,anomaly
1032,0,0,0,0,255,anomaly
105,145,0,0,0,255,normal
383,0,1,0,0,255,normal
0,0,0,0,0,255,anomaly
303,8611,1,0,0,137,normal
1,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
867,330,1,0,0,188,normal
292,2367,1,0,0,4,normal
0,0,0,0,0,255,anomaly
1,0,0,0,0,255,anomaly
300,13020,1,0,0,255,normal
0,0,0,0,0,1,normal
8,0,0,0,0,1,anomaly
288,475,1,0,0,255,normal
244,4297,1,0,0,52,normal
0,0,0,0,0,255,anomaly
234,3295,1,0,0,2,normal
0,0,0,0,0,255,anomaly
244,1610,1,0,0,255,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
1057,372,1,0,0,194,normal
8,0,0,0,0,2,anomaly
147,105,0,0,0,255,normal
0,0,0,0,0,232,anomaly
1,0,0,0,0,255,anomaly
1032,0,0,0,0,240,anomaly
0,0,0,0,0,9,anomaly
0,0,0,0,0,255,anomaly
322,2514,1,0,0,11,normal
12165,0,1,0,0,215,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
218,292,1,0,0,255,normal
0,0,0,0,0,255,anomaly
296,1415,1,0,0,255,normal
0,0,0,0,0,255,anomaly
214,5773,1,0,0,14,normal
225,3895,1,0,0,27,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
907,2586,1,1,0,253,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
224,7877,1,0,0,7,normal
316,3451,1,0,0,52,normal
325,644,1,0,0,9,normal
334,0,1,0,0,5,anomaly
8,0,0,0,0,1,anomaly
305,2239,1,0,0,255,normal
0,0,0,0,0,162,normal
0,0,0,0,0,255,anomaly
205,525,1,0,0,200,normal
230,2698,1,0,0,255,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
252,0,1,0,0,238,normal
295,8422,1,0,0,170,normal
0,0,0,0,0,255,anomaly
874,2586,1,1,0,240,normal
102,1309,0,0,0,54,normal
0,0,0,0,0,255,anomaly
328,4185,1,0,0,17,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
8,0,0,0,0,1,anomaly
236,23401,1,0,0,43,normal
0,0,0,0,0,255,anomaly
237,4326,1,0,0,146,normal
0,0,0,0,0,255,normal
105,146,0,0,0,255,normal
0,0,0,0,0,4,normal
0,0,0,0,0,255,anomaly
54540,8314,1,0,0,50,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
19,0,0,0,0,217,normal
125,236,1,0,0,90,normal
0,0,0,0,0,255,anomaly
292,8277,1,0,0,34,normal
0,0,0,0,0,255,anomaly
8769,369,1,0,0,3,normal
8,0,0,0,0,2,anomaly
28,0,0,0,0,255,anomaly
44,70,0,0,0,255,normal
0,0,0,0,0,255,anomaly
1,0,0,0,0,255,anomaly
236,5056,1,0,0,8,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
1032,0,0,0,0,255,anomaly
358,2764,1,0,0,255,normal
44,130,0,0,0,255,normal
0,0,0,0,0,255,anomaly
147,38988,1,0,0,47,normal
0,0,0,0,0,255,anomaly
42,42,0,0,0,255,normal
0,0,0,0,0,255,anomaly
241,795,1,0,0,255,normal
0,0,0,0,0,171,anomaly
167,0,0,0,0,255,normal
1874,371,1,0,0,38,normal
313,1919,1,0,0,255,normal
0,0,0,0,0,255,anomaly
227,2647,1,0,0,255,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
211,404,1,0,0,67,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
43,129,0,0,0,255,normal
330,10117,1,0,0,27,normal
0,0,0,0,0,255,anomaly
6,147,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
220,1719,1,0,0,255,normal
0,0,0,0,0,255,anomaly
286,9443,1,0,0,255,normal
0,0,0,0,0,255,anomaly
45,71,0,0,0,255,normal
1809,325,1,0,0,16,normal
0,0,0,0,0,255,anomaly
46,75,0,0,0,255,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
46,46,0,0,0,255,normal
331,13692,1,0,0,19,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
342,659,1,0,0,255,normal
330,2445,1,0,0,177,normal
1032,0,0,0,0,255,anomaly
12165,0,0,0,0,169,normal
44,44,0,0,0,255,normal
232,9567,1,0,0,21,normal
244,2202,1,0,0,2,normal
228,269,1,0,0,255,normal
0,0,0,0,0,255,anomaly
327,1469,1,0,0,47,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,34,anomaly
15377,0,1,0,0,66,normal
0,0,0,0,0,255,anomaly
105,147,0,0,0,255,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,67,anomaly
216,8970,1,0,0,90,normal
232,2507,1,0,0,255,normal
196,210,1,0,0,113,normal
211,305,1,0,0,255,normal
201,1865,1,0,0,255,normal
236,324,1,0,0,255,normal
296,1511,1,0,0,245,normal
333,579,1,0,0,255,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
567,0,1,0,0,255,normal
7321,0,0,0,0,57,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
1183,332,1,0,0,255,normal
5830,122343,1,0,0,255,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
6,0,0,0,0,255,anomaly
312,1592,1,0,0,21,normal
0,0,0,0,0,255,anomaly
146,105,0,0,0,255,normal
0,0,0,0,0,3,normal
0,0,0,0,0,255,anomaly
1,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
1630,335,1,0,0,27,normal
13684,15580,1,0,0,255,normal
89,0,0,0,0,255,normal
240,31639,1,0,0,52,normal
0,0,0,0,0,255,anomaly
2483,329,1,0,0,155,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
7077,0,1,0,0,44,normal
0,0,0,0,0,255,anomaly
305,289,1,0,0,86,normal
0,0,0,0,0,17,normal
318,2435,1,0,0,255,normal
0,0,0,0,0,255,anomaly
147,105,0,0,0,255,normal
326,498,1,0,0,255,normal
0,0,0,0,0,255,anomaly
238,772,1,1,0,79,normal
926,332,1,0,0,255,normal
0,0,0,0,0,255,anomaly
30,0,0,0,0,18,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,204,anomaly
1699,0,1,0,0,255,normal
810,330,1,0,0,96,normal
944,2720,1,1,0,58,normal
54540,7300,1,0,0,255,anomaly
0,0,0,0,0,255,anomaly
1220,3380,1,1,0,239,normal
2194619,0,1,0,0,206,normal
289,8760,1,0,0,20,normal
8,0,0,0,0,3,anomaly
0,0,0,0,0,255,anomaly
44,44,0,0,0,255,normal
225,1472,1,0,0,19,normal
306,450,1,0,0,23,normal
0,5149533,0,0,0,14,anomaly
0,0,0,0,0,255,anomaly
8,0,0,0,0,1,anomaly
172,0,0,0,0,255,normal
0,0,0,0,0,255,anomaly
8,0,0,0,0,2,anomaly
190,1611,1,0,0,39,normal
0,0,0,0,0,255,anomaly
318,6014,1,0,0,49,normal
42,42,0,0,0,3,normal
0,0,0,0,0,255,anomaly
229,2135,1,0,0,41,normal
0,0,0,0,0,255,anomaly
321,3503,1,0,0,81,normal
0,0,0,0,0,238,normal
189,18004,1,0,0,70,normal
221,1109,1,0,0,255,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
1468,4152,1,1,0,12,normal
0,0,0,0,0,104,anomaly
182,686,1,0,0,27,normal
223,18942,1,0,0,255,normal
44,74,0,0,0,111,normal
0,0,0,0,0,255,anomaly
256,9621,1,0,0,255,normal
361,1256,1,0,0,60,normal
303,1381,1,0,0,255,normal
147,105,0,0,0,104,normal
12,0,1,0,0,88,normal
229,396,1,0,0,2,normal
310,3518,1,0,0,255,normal
0,0,0,0,0,255,anomaly
230,241,1,0,0,39,normal
45,92,0,0,0,255,normal
225,352,1,0,0,40,normal
0,0,0,0,0,32,anomaly
0,0,0,0,0,255,anomaly
147,105,0,0,0,255,normal
221,294,1,0,0,187,normal
0,0,0,0,0,255,anomaly
948,325,1,0,0,255,normal
215,1425,1,0,0,255,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,normal
277,987,1,0,0,2,normal
0,0,0,0,0,119,anomaly
44,100,0,0,0,255,normal
8,0,0,0,0,2,anomaly
0,0,0,0,0,255,anomaly
262,360,1,0,0,255,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
46,73,0,0,0,255,normal
438,3110,1,0,0,255,normal
361,858,1,0,0,112,normal
323,8865,1,0,0,8,normal
0,0,0,0,0,255,anomaly
312,11250,1,0,0,83,normal
293,255,1,0,0,255,normal
18,0,0,0,0,1,anomaly
0,0,0,0,0,255,anomaly
147,34193,1,0,0,255,normal
0,0,0,0,0,206,normal
1032,0,0,0,0,255,anomaly
147,0,0,0,0,1,normal
322,2794,1,0,0,143,normal
236,18275,1,0,0,255,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
7077,0,0,0,0,20,normal
147,0,0,0,0,255,normal
228,1438,1,0,0,255,normal
0,0,0,0,0,255,anomaly
245,0,0,0,0,14,normal
0,0,0,0,0,255,anomaly
516,4,0,0,0,240,normal
146,0,0,0,0,255,normal
147,105,0,0,0,255,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,6,normal
255,303,1,0,0,160,normal
199,881,1,0,0,127,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,82,normal
310,960,1,0,0,13,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,251,anomaly
260,26088,1,0,0,255,normal
167,657,1,0,0,5,normal
44,44,0,0,0,255,normal
12,0,1,0,0,189,normal
0,0,0,0,0,255,anomaly
223,310,1,0,0,255,normal
208,1918,1,0,0,255,normal
210,2585,1,0,0,147,normal
1,0,0,0,0,255,anomaly
1195,406,1,0,0,255,normal
0,0,0,0,0,255,anomaly
105,146,0,0,0,255,normal
239,2982,1,0,0,2,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
303,2239,1,0,0,255,normal
223,188,1,0,0,255,normal
146,105,0,0,0,255,normal
320,8263,1,0,0,23,normal
0,0,0,0,0,255,anomaly
8,0,0,0,0,1,anomaly
54540,8314,1,0,0,181,anomaly
1361,489,1,0,0,217,normal
213,10431,1,0,0,41,normal
278,5131,1,0,0,8,normal
240,424,1,0,0,242,normal
206,313,1,0,0,16,normal
0,0,0,0,0,255,anomaly
0,5131424,0,0,0,255,normal
1163,489,1,0,0,255,normal
201,1464,1,0,0,13,normal
220,261,1,0,0,255,normal
0,0,0,0,0,27,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
231,7466,1,0,0,1,normal
212,266,1,0,0,255,normal
318,3016,1,0,0,255,normal
45,71,0,0,0,255,normal
641,0,1,0,0,255,normal
0,0,0,0,0,255,anomaly
71,0,0,0,0,255,normal
0,0,0,0,0,255,anomaly
216,1412,1,0,0,14,normal
319,6406,1,0,0,75,normal
164,430,1,0,0,16,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
312,10010,1,0,0,4,normal
46,132,0,0,0,255,normal
814,335,1,0,0,165,normal
0,0,0,0,0,255,anomaly
324,1721,1,0,0,119,normal
284,733,1,0,0,12,normal
147,0,0,0,0,255,normal
221,10554,1,0,0,143,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
1299,335,1,0,0,142,normal
358,256,1,0,0,176,normal
1486,4152,1,1,0,30,normal
63,0,0,0,0,210,normal
2936,331,1,0,0,255,normal
145,105,0,0,0,255,normal
0,0,0,0,0,174,anomaly
8,0,0,0,0,2,anomaly
339,2873,1,0,0,255,normal
0,0,0,0,0,255,anomaly
227,1478,1,0,0,148,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
197,315,1,0,0,255,normal
0,0,0,0,0,255,anomaly
326,1319,1,0,0,16,normal
1,0,0,0,0,255,anomaly
218,1856,1,0,0,255,normal
231,769,1,1,0,106,normal
0,0,0,0,0,255,anomaly
8,0,0,0,0,1,anomaly
0,0,0,0,0,255,anomaly
147,105,0,0,0,255,normal
1047,3081,1,1,0,199,normal
224,4125,1,0,0,37,normal
2504,475,1,0,0,255,normal
0,0,0,0,0,3,normal
0,0,0,0,0,6,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,144,anomaly
0,0,0,0,0,255,anomaly
1504,4152,1,1,0,181,normal
312,1078,1,0,0,105,normal
147,105,0,0,0,255,normal
45,82,0,0,0,255,normal
238,2193,1,0,0,42,normal
0,0,0,0,0,255,anomaly
336,86082,1,0,0,2,normal
0,0,0,0,0,255,anomaly
105,146,0,0,0,255,normal
0,0,0,0,0,255,anomaly
26408,0,0,0,0,49,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
184,1619,1,0,0,255,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
147,376,1,0,0,156,normal
8,0,0,0,0,2,anomaly
8,0,0,0,0,1,anomaly
210,1659,1,0,0,11,normal
0,0,0,0,0,171,anomaly
42,42,0,0,0,255,normal
191,2529,1,0,0,3,normal
239,940,1,0,0,255,normal
286,1263,1,0,0,255,normal
235,1840,1,0,0,255,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
305,2019,1,0,0,255,normal
233,1075,1,0,0,249,normal
0,0,0,0,0,22,anomaly
349,343,1,0,0,255,normal
0,0,0,0,0,255,anomaly
224,832,1,0,0,255,normal
567,0,1,0,0,32,normal
0,0,0,0,0,255,anomaly
1401,494,1,0,0,255,normal
190,365,1,0,0,239,normal
1647,326,1,0,0,166,normal
15281,1361,0,0,0,107,normal
258,14029,1,0,0,255,normal
0,0,0,0,0,255,anomaly
46,46,0,0,0,218,normal
3888,0,1,0,0,3,normal
0,0,0,0,0,255,anomaly
520,0,0,0,0,255,anomaly
54540,8314,1,0,0,255,anomaly
191,604,1,0,0,36,normal
0,0,0,0,0,255,anomaly
43,133,0,0,0,255,normal
0,0,0,0,0,29,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
1996,285,1,0,0,38,normal
28,0,0,0,0,114,anomaly
213,1211,1,0,0,31,normal
344,28707,1,0,0,255,normal
290,520,1,0,0,255,normal
0,0,0,0,0,255,anomaly
229,175,1,0,0,54,normal
0,0,0,0,0,255,anomaly
247,365,1,0,0,255,normal
1323,363,1,0,0,51,normal
0,0,0,0,0,255,anomaly
306,1249,1,0,0,255,normal
231,258,1,0,0,255,normal
44,77,0,0,0,255,normal
0,0,0,0,0,255,anomaly
313,2249,1,0,0,255,normal
0,0,0,0,0,255,anomaly
1690,0,1,0,0,43,normal
1690,0,1,0,0,104,normal
0,0,0,0,0,255,anomaly
325,12884,1,0,0,183,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,37,normal
78,0,0,0,0,255,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,35,normal
44,127,0,0,0,255,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
8,0,0,0,0,1,anomaly
246,692,1,0,0,6,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
992,329,1,0,0,74,normal
284,2280,1,0,0,105,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,60,anomaly
0,0,0,0,0,255,anomaly
14052,0,1,0,0,202,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
45,73,0,0,0,255,normal
44,126,0,0,0,255,normal
222,235,1,0,0,53,normal
0,0,0,0,0,255,anomaly
8,0,0,0,0,2,anomaly
45,115,0,0,0,255,normal
0,0,0,0,0,255,anomaly
1032,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
210,1108,1,0,0,54,normal
0,0,0,0,0,62,normal
306,1041,1,0,0,78,normal
0,0,0,0,0,255,anomaly
235,1384,1,0,0,28,normal
0,0,0,0,0,3,normal
0,0,0,0,0,255,anomaly
8,0,0,0,0,2,anomaly
284,2358,1,0,0,6,normal
30,0,0,0,0,6,normal
210,1691,1,0,0,255,normal
299,2282,1,0,0,24,normal
193,761,1,0,0,17,normal
46,81,0,0,0,255,normal
0,0,0,0,0,255,anomaly
3064,336,1,0,0,255,normal
63,0,1,0,0,255,normal
0,0,0,0,0,255,anomaly
360,3063,1,0,0,14,normal
1119,330,1,0,0,71,normal
1241,327,1,0,0,34,normal
0,0,0,0,0,255,anomaly
292,318,1,0,0,255,normal
1233,2449,1,1,0,255,anomaly
0,0,0,0,0,255,anomaly
291,13599,1,0,0,255,normal
231,4848,1,0,0,18,normal
0,0,0,0,0,255,anomaly
8,0,0,0,0,3,anomaly
1723,334,1,0,0,211,normal
188,2057,1,0,0,63,normal
146,105,0,0,0,255,normal
241,1071,1,0,0,32,normal
0,0,0,0,0,255,anomaly
292,4624,1,0,0,190,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,29,normal
42,42,0,0,0,250,normal
0,0,0,0,0,2,normal
703,329,1,0,0,255,normal
228,1382,1,0,0,152,normal
0,0,0,0,0,255,anomaly
293,313,1,0,0,255,normal
0,0,0,0,0,255,anomaly
36,0,0,0,0,46,normal
0,0,0,0,0,255,anomaly
33,0,0,0,0,187,normal
387,2134,1,0,0,255,normal
1214,0,1,0,0,173,normal
0,0,0,0,0,255,anomaly
282,3081,1,0,0,74,normal
0,0,0,0,0,255,anomaly
54540,8314,1,0,0,144,anomaly
229,4239,1,0,0,32,normal
520,0,0,0,0,61,anomaly
0,0,0,0,0,255,anomaly
9198,0,1,0,0,230,normal
0,0,0,0,0,255,anomaly
54540,8314,1,0,0,3,anomaly
223,6727,1,0,0,6,normal
237,1483,1,0,0,235,normal
317,1660,1,0,0,255,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
236,1973,1,0,0,255,normal
33,88,0,0,0,255,normal
1266,330,1,0,0,66,normal
0,0,0,0,0,255,anomaly
283,4173,1,0,0,18,normal
228,262,1,0,0,195,normal
224,4835,1,0,0,255,normal
0,0,0,0,0,255,anomaly
4660,370,1,0,0,4,normal
216,1819,1,0,0,255,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
1280,333,1,0,0,28,normal
1032,0,0,0,0,255,anomaly
0,0,0,0,0,81,normal
196,5548,1,0,0,17,normal
304,1368,1,0,0,4,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
293,313,1,0,0,255,normal
8845,332,1,0,0,156,normal
0,0,0,0,0,65,anomaly
209,2488,1,0,0,91,normal
196,170,1,0,0,1,normal
334,646,1,0,0,237,normal
255,2170,1,0,0,43,normal
0,0,0,0,0,3,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
999,328,1,0,0,255,normal
44,44,0,0,0,255,normal
250,531,1,0,0,255,normal
318,1885,1,0,0,255,normal
1,0,0,0,0,255,anomaly
267,261,1,0,0,255,normal
0,0,0,0,0,255,anomaly
448,549,1,0,0,22,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
43,131,0,0,0,255,normal
1032,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
45,74,0,0,0,255,normal
44,133,0,0,0,255,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,79,normal
44,80,0,0,0,255,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,1,normal
0,0,0,0,0,255,anomaly
46,135,0,0,0,255,normal
0,0,0,0,0,255,anomaly
205,8647,1,0,0,17,normal
28,0,0,0,0,255,anomaly
1032,0,0,0,0,255,anomaly
46,74,0,0,0,255,normal
0,0,0,0,0,255,anomaly
1613,336,1,0,0,73,normal
0,0,0,0,0,255,anomaly
748,0,1,0,0,184,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
321,7886,1,0,0,255,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,38,anomaly
1,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
229,900,1,0,0,97,normal
0,0,0,0,0,255,anomaly
4753,0,1,0,0,21,normal
352,1695,1,0,0,230,normal
227,6380,1,0,0,75,normal
288,1812,1,0,0,44,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
45,128,0,0,0,255,normal
0,0,0,0,0,255,anomaly
156,307,1,0,0,36,normal
0,0,0,0,0,255,anomaly
224,16904,1,0,0,255,normal
584,327,1,0,0,255,normal
0,0,0,0,0,255,anomaly
265,458,1,0,0,66,normal
243,1322,1,0,0,255,normal
0,0,0,0,0,255,anomaly
205,1597,1,0,0,255,normal
124,11058,1,0,0,255,normal
0,0,0,0,0,255,anomaly
44,81,0,0,0,255,normal
0,0,0,0,0,255,anomaly
193,633,1,0,0,178,normal
44,126,0,0,0,255,normal
203,657,1,0,0,106,normal
0,0,0,0,0,255,anomaly
316,293,1,0,0,255,normal
1032,0,0,0,0,255,anomaly
8,0,0,0,0,2,anomaly
335,1054,1,1,0,190,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
224,1155,1,0,0,255,normal
1032,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
44,44,0,0,0,255,normal
0,0,0,0,0,255,anomaly
44,124,0,0,0,255,normal
192,759,1,0,0,120,normal
216,1922,1,0,0,50,normal
0,0,0,0,0,52,anomaly
0,0,0,0,0,255,anomaly
1032,0,0,0,0,111,anomaly
28,0,0,0,0,255,anomaly
6062,0,1,0,0,198,normal
192,0,0,0,0,5,normal
1564,364,1,0,0,22,normal
318,7939,1,0,0,122,normal
1,0,0,0,0,255,anomaly
227,5220,1,0,0,19,normal
0,0,0,0,0,255,anomaly
30,0,0,0,0,255,normal
105,147,0,0,0,255,normal
0,0,0,0,0,58,anomaly
209,263,1,0,0,255,normal
352,1100,1,0,0,150,normal
0,0,0,0,0,255,anomaly
348,3804,1,0,0,2,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
9,170,0,0,0,131,normal
0,0,0,0,0,255,anomaly
187,1364,1,0,0,46,normal
0,0,0,0,0,121,anomaly
8,0,0,0,0,2,anomaly
43,130,0,0,0,165,normal
210,1888,1,0,0,36,normal
212,2809,1,0,0,74,normal
307,741,1,0,0,26,normal
357,841,1,0,0,255,normal
45,45,0,0,0,255,normal
0,0,0,0,0,127,anomaly
1883,329,1,0,0,192,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
241,2224,1,0,0,86,normal
0,0,0,0,0,255,anomaly
42,75,0,0,0,255,normal
2735,327,1,0,0,255,normal
321,2792,1,0,0,255,normal
44,133,0,0,0,255,normal
209,5875,1,0,0,1,normal
168,13175,1,0,0,255,normal
105,146,0,0,0,23,normal
281,2013,1,0,0,51,normal
1,0,0,0,0,255,anomaly
334,0,1,0,0,3,anomaly
0,0,0,0,0,255,anomaly
230,1141,1,0,0,8,normal
720,24758,1,0,0,255,normal
233,1783,1,0,0,255,normal
0,0,0,0,0,255,anomaly
54540,8314,1,0,0,255,anomaly
520,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
332,2734,1,0,0,255,normal
1690,0,0,0,0,35,normal
329,3433,1,0,0,64,normal
28,0,0,0,0,255,anomaly
307,5280,1,0,0,255,normal
44,69,0,0,0,255,normal
877,335,1,0,0,53,normal
0,0,0,0,0,255,anomaly
260,301,1,0,0,26,normal
234,6850,1,0,0,13,normal
28,0,0,0,0,255,anomaly
283,14568,1,0,0,4,normal
318,2698,1,0,0,255,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,10,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
220,866,1,0,0,26,normal
1240,2449,1,1,0,213,anomaly
28,0,0,0,0,255,anomaly
670,330,1,0,0,141,normal
236,0,1,0,0,6,normal
1032,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,47,anomaly
234,2698,1,0,0,255,normal
291,406,1,0,0,136,normal
43,130,0,0,0,255,normal
1,0,0,0,0,255,anomaly
227,2173,1,0,0,255,normal
317,24716,1,0,0,255,normal
0,0,0,0,0,255,anomaly
281,17449,1,0,0,19,normal
147,105,0,0,0,63,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
219,1109,1,0,0,4,normal
328,189,1,0,0,255,normal
0,0,0,0,0,255,anomaly
43,43,0,0,0,255,normal
42,96,0,0,0,255,normal
319,4509,1,0,0,26,normal
1970,401,1,0,0,92,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
28,0,0,0,0,255,anomaly
221,1968,1,0,0,40,normal
33,0,0,0,0,160,normal
0,0,0,0,0,255,anomaly
0,0,0,0,0,255,anomaly
0,0,0,0,0,139,anomaly
501760,0,1,0,0,42,normal
0,0,0,0,0,255,anomaly
231,480,1,0,0,255,normal
325,3125,1,0,0,106,normal
225,3261,1,0,0,24,normal
312,200,1,0,0,63,normal
0,0,0,0,0,44,anomaly
159,21375,1,0,0,2,normal
0,0,0,0,0,255,anomaly
299,3991,1,0,0,255,normal
46,46,0,0,0,255,normal
0,0,0,0,0,255,anomaly
2621,332,1,0,0,63,normal
334,743,1,0,0,45,normal
200,402,1,0,0,7,normal
2157,387,1,0,0,255,normal
0,0,0,0,0,255,anomaly
194,0,1,0,0,20,normal
0,0,0,0,0,255,anomaly
208,9518,1,0,0,66,normal
148,13023,1,0,0,181,normal
0,0,0,0,0,8,normal
147,105,0,0,0,255,normal
